{'numeracySkill': 'M', 'studentId': 10, 'word': 'rf', 'packageName': 'Game', 'number': 9821, 'literacySkill': 'IUr', 'score': 77, 'deviceId': 10, 'letter': 'y', 'time': datetime.datetime(2015, 3, 30, 5, 20, 45, 75330), 'id': 10}
{'numeracySkill': 'HA', 'studentId': 2952, 'word': 'oL', 'packageName': 'Game', 'number': 6441, 'literacySkill': 'IOvz', 'score': 32, 'deviceId': 2952, 'letter': 'G', 'time': datetime.datetime(2014, 12, 22, 23, 11, 15, 744791), 'id': 2952}
{'numeracySkill': 'Hj', 'studentId': 2953, 'word': 'hMNmmGMFN', 'packageName': 'Speech', 'number': 7349, 'literacySkill': 'vewLt', 'score': 38, 'deviceId': 2953, 'letter': 'D', 'time': datetime.datetime(2014, 2, 20, 10, 49, 50, 599101), 'id': 2953}
{'numeracySkill': 'Hwx', 'studentId': 2954, 'word': 'RbAechiF', 'packageName': 'Game', 'number': 7490, 'literacySkill': 'qd', 'score': 86, 'deviceId': 2954, 'letter': 'e', 'time': datetime.datetime(2017, 3, 29, 14, 24, 8, 159213), 'id': 2954}
{'numeracySkill': 'SC', 'studentId': 2955, 'word': 'bcIECE', 'packageName': 'Literacy', 'number': 1511, 'literacySkill': 'CJm', 'score': 32, 'deviceId': 2955, 'letter': 'n', 'time': datetime.datetime(2014, 10, 30, 23, 58, 14, 950857), 'id': 2955}
{'numeracySkill': 'vbr', 'studentId': 2956, 'word': 'FEW', 'packageName': 'Game', 'number': 8352, 'literacySkill': 'V', 'score': 31, 'deviceId': 2956, 'letter': 'u', 'time': datetime.datetime(2017, 4, 7, 20, 45, 51, 853832), 'id': 2956}
{'numeracySkill': 'R', 'studentId': 2957, 'word': 'HlnrNjw', 'packageName': 'Game', 'number': 1350, 'literacySkill': 'g', 'score': 53, 'deviceId': 2957, 'letter': 'B', 'time': datetime.datetime(2013, 10, 10, 12, 51, 24, 706788), 'id': 2957}
{'numeracySkill': 'WHBij', 'studentId': 2958, 'word': 'DC', 'packageName': 'Speech', 'number': 9417, 'literacySkill': 'uk', 'score': 83, 'deviceId': 2958, 'letter': 'y', 'time': datetime.datetime(2017, 1, 28, 16, 23, 32, 225640), 'id': 2958}
{'numeracySkill': 'kj', 'studentId': 2959, 'word': 'floJo', 'packageName': 'Game', 'number': 4580, 'literacySkill': 'wyyN', 'score': 70, 'deviceId': 2959, 'letter': 'G', 'time': datetime.datetime(2014, 7, 21, 1, 25, 26, 789408), 'id': 2959}
{'numeracySkill': 'jrc', 'studentId': 2960, 'word': 'jnyuKIedQ', 'packageName': 'Game', 'number': 2833, 'literacySkill': 'lW', 'score': 45, 'deviceId': 2960, 'letter': 'f', 'time': datetime.datetime(2016, 10, 24, 22, 24, 50, 228902), 'id': 2960}
{'numeracySkill': 'UjT', 'studentId': 2961, 'word': 'vOFDsa', 'packageName': 'Literacy', 'number': 7110, 'literacySkill': 'iRSwy', 'score': 85, 'deviceId': 2961, 'letter': 'J', 'time': datetime.datetime(2014, 4, 7, 10, 58, 14, 485379), 'id': 2961}
{'numeracySkill': 'QNQN', 'studentId': 2962, 'word': 'M', 'packageName': 'Speech', 'number': 668, 'literacySkill': 'uI', 'score': 47, 'deviceId': 2962, 'letter': 'm', 'time': datetime.datetime(2013, 10, 26, 0, 16, 43, 242725), 'id': 2962}
{'numeracySkill': 'XPR', 'studentId': 2963, 'word': 'wTs', 'packageName': 'Literacy', 'number': 76, 'literacySkill': 'PtLnb', 'score': 52, 'deviceId': 2963, 'letter': 'n', 'time': datetime.datetime(2014, 10, 12, 3, 41, 51, 916682), 'id': 2963}
{'numeracySkill': 'atJ', 'studentId': 2964, 'word': 'YbVlBKFvRA', 'packageName': 'Speech', 'number': 6212, 'literacySkill': 'qWr', 'score': 53, 'deviceId': 2964, 'letter': 'y', 'time': datetime.datetime(2016, 5, 5, 5, 36, 52, 298155), 'id': 2964}
{'numeracySkill': 'pmI', 'studentId': 2965, 'word': 'm', 'packageName': 'Speech', 'number': 9814, 'literacySkill': 'LK', 'score': 70, 'deviceId': 2965, 'letter': 'A', 'time': datetime.datetime(2016, 1, 2, 9, 10, 27, 196633), 'id': 2965}
{'numeracySkill': 'v', 'studentId': 2966, 'word': 'dfSZ', 'packageName': 'Literacy', 'number': 5426, 'literacySkill': 'fCzIH', 'score': 64, 'deviceId': 2966, 'letter': 'O', 'time': datetime.datetime(2016, 7, 11, 17, 17, 37, 547511), 'id': 2966}
{'numeracySkill': 'pCpM', 'studentId': 2967, 'word': 'K', 'packageName': 'Literacy', 'number': 642, 'literacySkill': 'gOau', 'score': 68, 'deviceId': 2967, 'letter': 'V', 'time': datetime.datetime(2015, 8, 27, 3, 5, 0, 415847), 'id': 2967}
{'numeracySkill': 'Bi', 'studentId': 2968, 'word': 'NVmdO', 'packageName': 'Literacy', 'number': 1588, 'literacySkill': 'kdrP', 'score': 74, 'deviceId': 2968, 'letter': 'T', 'time': datetime.datetime(2015, 3, 14, 4, 36, 34, 247364), 'id': 2968}
{'numeracySkill': 'bL', 'studentId': 2969, 'word': 'EMVvw', 'packageName': 'Speech', 'number': 3712, 'literacySkill': 'rEgY', 'score': 50, 'deviceId': 2969, 'letter': 'l', 'time': datetime.datetime(2015, 10, 8, 19, 15, 32, 62879), 'id': 2969}
{'numeracySkill': 'oAvZi', 'studentId': 2970, 'word': 'Q', 'packageName': 'Speech', 'number': 2596, 'literacySkill': 'Xr', 'score': 60, 'deviceId': 2970, 'letter': 'x', 'time': datetime.datetime(2014, 5, 25, 0, 9, 41, 484014), 'id': 2970}
{'numeracySkill': 'SRK', 'studentId': 2971, 'word': 'rfqYMOU', 'packageName': 'Speech', 'number': 1372, 'literacySkill': 'FqgB', 'score': 46, 'deviceId': 2971, 'letter': 's', 'time': datetime.datetime(2015, 5, 21, 0, 6, 5, 906933), 'id': 2971}
{'numeracySkill': 'zH', 'studentId': 2972, 'word': 'BLMvLdethX', 'packageName': 'Speech', 'number': 9968, 'literacySkill': 'fqNd', 'score': 44, 'deviceId': 2972, 'letter': 'a', 'time': datetime.datetime(2016, 12, 18, 3, 57, 59, 907051), 'id': 2972}
{'numeracySkill': 'ZSZx', 'studentId': 2973, 'word': 'ShpRchznw', 'packageName': 'Game', 'number': 7928, 'literacySkill': 'rZ', 'score': 37, 'deviceId': 2973, 'letter': 'v', 'time': datetime.datetime(2014, 1, 21, 18, 35, 48, 260197), 'id': 2973}
{'numeracySkill': 'gVrf', 'studentId': 2974, 'word': 'I', 'packageName': 'Speech', 'number': 3832, 'literacySkill': 'Gd', 'score': 74, 'deviceId': 2974, 'letter': 'k', 'time': datetime.datetime(2016, 9, 27, 8, 50, 25, 388491), 'id': 2974}
{'numeracySkill': 'SYzEZ', 'studentId': 2975, 'word': 'bCoQmdeUCE', 'packageName': 'Game', 'number': 1122, 'literacySkill': 'gMXV', 'score': 64, 'deviceId': 2975, 'letter': 'R', 'time': datetime.datetime(2014, 12, 29, 21, 49, 42, 928192), 'id': 2975}
{'numeracySkill': 'EIqM', 'studentId': 2976, 'word': 'SPHxJ', 'packageName': 'Game', 'number': 879, 'literacySkill': 'z', 'score': 33, 'deviceId': 2976, 'letter': 'e', 'time': datetime.datetime(2014, 9, 15, 1, 13, 32, 115565), 'id': 2976}
{'numeracySkill': 'ZxFC', 'studentId': 2977, 'word': 'zRr', 'packageName': 'Game', 'number': 6980, 'literacySkill': 'KAV', 'score': 20, 'deviceId': 2977, 'letter': 'z', 'time': datetime.datetime(2015, 4, 20, 14, 4, 23, 112055), 'id': 2977}
{'numeracySkill': 'eUd', 'studentId': 2978, 'word': 'lJkAFtBKW', 'packageName': 'Game', 'number': 9417, 'literacySkill': 'r', 'score': 37, 'deviceId': 2978, 'letter': 'm', 'time': datetime.datetime(2014, 9, 12, 6, 23, 16, 227484), 'id': 2978}
{'numeracySkill': 'hW', 'studentId': 2979, 'word': 'aOeL', 'packageName': 'Literacy', 'number': 8886, 'literacySkill': 'Uyj', 'score': 86, 'deviceId': 2979, 'letter': 'P', 'time': datetime.datetime(2014, 10, 9, 11, 8, 26, 840780), 'id': 2979}
{'numeracySkill': 'DIy', 'studentId': 2980, 'word': 'vHYQjZh', 'packageName': 'Game', 'number': 5288, 'literacySkill': 'VeCL', 'score': 87, 'deviceId': 2980, 'letter': 'b', 'time': datetime.datetime(2014, 6, 7, 13, 31, 19, 133993), 'id': 2980}
{'numeracySkill': 'JOVB', 'studentId': 2981, 'word': 'NEncdsfcp', 'packageName': 'Speech', 'number': 5043, 'literacySkill': 'w', 'score': 53, 'deviceId': 2981, 'letter': 'Q', 'time': datetime.datetime(2017, 4, 21, 14, 41, 57, 803689), 'id': 2981}
{'numeracySkill': 'qYg', 'studentId': 2982, 'word': 'FDzpE', 'packageName': 'Game', 'number': 5932, 'literacySkill': 'm', 'score': 37, 'deviceId': 2982, 'letter': 'Z', 'time': datetime.datetime(2016, 10, 10, 14, 4, 52, 641660), 'id': 2982}
{'numeracySkill': 'ANMF', 'studentId': 2983, 'word': 'u', 'packageName': 'Literacy', 'number': 6151, 'literacySkill': 'a', 'score': 84, 'deviceId': 2983, 'letter': 'G', 'time': datetime.datetime(2014, 3, 29, 0, 56, 19, 714676), 'id': 2983}
{'numeracySkill': 'woVFC', 'studentId': 2984, 'word': 'mDFRpzF', 'packageName': 'Speech', 'number': 9393, 'literacySkill': 'iO', 'score': 62, 'deviceId': 2984, 'letter': 'o', 'time': datetime.datetime(2013, 11, 12, 22, 55, 51, 628088), 'id': 2984}
{'numeracySkill': 'J', 'studentId': 2985, 'word': 'EY', 'packageName': 'Literacy', 'number': 2834, 'literacySkill': 'ceL', 'score': 59, 'deviceId': 2985, 'letter': 'K', 'time': datetime.datetime(2014, 11, 4, 10, 43, 19, 553616), 'id': 2985}
{'numeracySkill': 'N', 'studentId': 2986, 'word': 'OGNxnrDRwi', 'packageName': 'Game', 'number': 2318, 'literacySkill': 'IGYy', 'score': 93, 'deviceId': 2986, 'letter': 'U', 'time': datetime.datetime(2015, 11, 19, 7, 40, 56, 587628), 'id': 2986}
{'numeracySkill': 'se', 'studentId': 2987, 'word': 'DSH', 'packageName': 'Speech', 'number': 7304, 'literacySkill': 'T', 'score': 81, 'deviceId': 2987, 'letter': 'S', 'time': datetime.datetime(2014, 10, 29, 11, 44, 24, 781913), 'id': 2987}
{'numeracySkill': 'CT', 'studentId': 2988, 'word': 'hOFJmflG', 'packageName': 'Game', 'number': 624, 'literacySkill': 'BAW', 'score': 48, 'deviceId': 2988, 'letter': 'N', 'time': datetime.datetime(2015, 1, 10, 6, 27, 58, 797689), 'id': 2988}
{'numeracySkill': 'Eth', 'studentId': 2989, 'word': 'sCChz', 'packageName': 'Speech', 'number': 9066, 'literacySkill': 'sGciY', 'score': 66, 'deviceId': 2989, 'letter': 'w', 'time': datetime.datetime(2015, 8, 11, 1, 13, 59, 917988), 'id': 2989}
{'numeracySkill': 'tNBq', 'studentId': 2990, 'word': 'rBKOFX', 'packageName': 'Game', 'number': 7938, 'literacySkill': 'jkKM', 'score': 83, 'deviceId': 2990, 'letter': 'v', 'time': datetime.datetime(2013, 10, 8, 10, 48, 3, 85563), 'id': 2990}
{'numeracySkill': 'bnf', 'studentId': 2991, 'word': 'wLiA', 'packageName': 'Speech', 'number': 9232, 'literacySkill': 'ohwhN', 'score': 53, 'deviceId': 2991, 'letter': 'u', 'time': datetime.datetime(2016, 7, 26, 17, 42, 3, 174518), 'id': 2991}
{'numeracySkill': 'svycm', 'studentId': 2992, 'word': 'KDeMnJRA', 'packageName': 'Game', 'number': 7268, 'literacySkill': 'RjdcR', 'score': 91, 'deviceId': 2992, 'letter': 'c', 'time': datetime.datetime(2016, 3, 6, 12, 12, 9, 511777), 'id': 2992}
{'numeracySkill': 'lxEY', 'studentId': 2993, 'word': 'ir', 'packageName': 'Literacy', 'number': 9764, 'literacySkill': 'leQC', 'score': 56, 'deviceId': 2993, 'letter': 'T', 'time': datetime.datetime(2014, 11, 7, 17, 59, 22, 988812), 'id': 2993}
{'numeracySkill': 'AqUO', 'studentId': 2994, 'word': 'oCwurI', 'packageName': 'Literacy', 'number': 8896, 'literacySkill': 'yAEsO', 'score': 67, 'deviceId': 2994, 'letter': 't', 'time': datetime.datetime(2015, 12, 23, 19, 18, 14, 861199), 'id': 2994}
{'numeracySkill': 'cDV', 'studentId': 2995, 'word': 'R', 'packageName': 'Literacy', 'number': 9972, 'literacySkill': 'zBS', 'score': 40, 'deviceId': 2995, 'letter': 'd', 'time': datetime.datetime(2016, 4, 30, 16, 48, 25, 10773), 'id': 2995}
{'numeracySkill': 'vbpSD', 'studentId': 2996, 'word': 'rVsHSDnr', 'packageName': 'Speech', 'number': 936, 'literacySkill': 'Ogwp', 'score': 26, 'deviceId': 2996, 'letter': 'G', 'time': datetime.datetime(2017, 3, 12, 19, 47, 33, 557694), 'id': 2996}
{'numeracySkill': 'o', 'studentId': 2997, 'word': 'SotQrG', 'packageName': 'Literacy', 'number': 1301, 'literacySkill': 'PeYqq', 'score': 68, 'deviceId': 2997, 'letter': 'D', 'time': datetime.datetime(2014, 6, 17, 17, 8, 21, 943552), 'id': 2997}
{'numeracySkill': 'HIVJx', 'studentId': 2998, 'word': 'BTyctIRf', 'packageName': 'Speech', 'number': 151, 'literacySkill': 'iGxQ', 'score': 28, 'deviceId': 2998, 'letter': 'E', 'time': datetime.datetime(2017, 4, 28, 21, 15, 11, 290276), 'id': 2998}
{'numeracySkill': 'JDGfr', 'studentId': 2999, 'word': 'ESL', 'packageName': 'Game', 'number': 7550, 'literacySkill': 'VXWm', 'score': 51, 'deviceId': 2999, 'letter': 'j', 'time': datetime.datetime(2015, 8, 27, 16, 45, 6, 741703), 'id': 2999}
{'numeracySkill': 'INxGH', 'studentId': 3000, 'word': 'kTWWqUrb', 'packageName': 'Literacy', 'number': 7482, 'literacySkill': 'tEi', 'score': 61, 'deviceId': 3000, 'letter': 'c', 'time': datetime.datetime(2015, 5, 15, 7, 56, 38, 889452), 'id': 3000}
{'numeracySkill': 'gFXp', 'studentId': 3001, 'word': 'OsTiqaAP', 'packageName': 'Literacy', 'number': 3694, 'literacySkill': 't', 'score': 85, 'deviceId': 3001, 'letter': 'H', 'time': datetime.datetime(2016, 9, 10, 15, 26, 31, 86283), 'id': 3001}
{'numeracySkill': 'x', 'studentId': 3002, 'word': 'uBAMoQtkhY', 'packageName': 'Game', 'number': 1073, 'literacySkill': 'eZo', 'score': 53, 'deviceId': 3002, 'letter': 'C', 'time': datetime.datetime(2016, 6, 16, 17, 26, 6, 442595), 'id': 3002}
{'numeracySkill': 'ylKr', 'studentId': 3003, 'word': 'NtIXbujTr', 'packageName': 'Literacy', 'number': 2912, 'literacySkill': 'Zdfsc', 'score': 31, 'deviceId': 3003, 'letter': 'K', 'time': datetime.datetime(2015, 5, 13, 15, 35, 42, 470654), 'id': 3003}
{'numeracySkill': 'oN', 'studentId': 3004, 'word': 'KIVVQIOAZ', 'packageName': 'Game', 'number': 5271, 'literacySkill': 'ipJi', 'score': 51, 'deviceId': 3004, 'letter': 'C', 'time': datetime.datetime(2015, 4, 18, 2, 3, 5, 985383), 'id': 3004}
{'numeracySkill': 'Fbbr', 'studentId': 3005, 'word': 'FvEAwV', 'packageName': 'Game', 'number': 4857, 'literacySkill': 'vIQy', 'score': 60, 'deviceId': 3005, 'letter': 'w', 'time': datetime.datetime(2014, 11, 6, 7, 40, 41, 475427), 'id': 3005}
{'numeracySkill': 'qqz', 'studentId': 3006, 'word': 'zikQ', 'packageName': 'Speech', 'number': 2019, 'literacySkill': 'I', 'score': 96, 'deviceId': 3006, 'letter': 'x', 'time': datetime.datetime(2014, 2, 17, 23, 25, 9, 757132), 'id': 3006}
{'numeracySkill': 'D', 'studentId': 3007, 'word': 'dZLtsCoP', 'packageName': 'Game', 'number': 3410, 'literacySkill': 'sjN', 'score': 47, 'deviceId': 3007, 'letter': 'K', 'time': datetime.datetime(2015, 11, 3, 19, 10, 45, 913302), 'id': 3007}
{'numeracySkill': 'ffO', 'studentId': 3008, 'word': 'nInUuymZm', 'packageName': 'Literacy', 'number': 5228, 'literacySkill': 'jmXZo', 'score': 54, 'deviceId': 3008, 'letter': 'X', 'time': datetime.datetime(2016, 9, 2, 22, 4, 49, 797966), 'id': 3008}
{'numeracySkill': 'E', 'studentId': 3009, 'word': 'K', 'packageName': 'Literacy', 'number': 2765, 'literacySkill': 'yyQ', 'score': 44, 'deviceId': 3009, 'letter': 'S', 'time': datetime.datetime(2016, 7, 15, 22, 2, 4, 380032), 'id': 3009}
{'numeracySkill': 't', 'studentId': 3010, 'word': 'l', 'packageName': 'Game', 'number': 3530, 'literacySkill': 'EAEJ', 'score': 40, 'deviceId': 3010, 'letter': 'V', 'time': datetime.datetime(2015, 7, 25, 8, 3, 13, 348030), 'id': 3010}
{'numeracySkill': 'CuRgM', 'studentId': 3011, 'word': 'tdEcgcTdvZ', 'packageName': 'Speech', 'number': 385, 'literacySkill': 'IbD', 'score': 74, 'deviceId': 3011, 'letter': 'q', 'time': datetime.datetime(2015, 3, 29, 9, 17, 46, 202905), 'id': 3011}
{'numeracySkill': 'R', 'studentId': 3012, 'word': 'pZtbKgoV', 'packageName': 'Game', 'number': 3204, 'literacySkill': 'PB', 'score': 99, 'deviceId': 3012, 'letter': 'N', 'time': datetime.datetime(2014, 11, 3, 4, 28, 50, 806208), 'id': 3012}
{'numeracySkill': 'LayT', 'studentId': 3013, 'word': 'AMuC', 'packageName': 'Game', 'number': 4584, 'literacySkill': 'LKq', 'score': 55, 'deviceId': 3013, 'letter': 'D', 'time': datetime.datetime(2016, 5, 26, 11, 11, 22, 971133), 'id': 3013}
{'numeracySkill': 'HscPa', 'studentId': 3014, 'word': 'FrPvtdimSd', 'packageName': 'Speech', 'number': 5843, 'literacySkill': 'lX', 'score': 50, 'deviceId': 3014, 'letter': 'J', 'time': datetime.datetime(2013, 12, 7, 21, 7, 23, 369270), 'id': 3014}
{'numeracySkill': 'jRKf', 'studentId': 3015, 'word': 'd', 'packageName': 'Literacy', 'number': 6776, 'literacySkill': 'Io', 'score': 25, 'deviceId': 3015, 'letter': 'O', 'time': datetime.datetime(2015, 3, 30, 16, 10, 53, 90943), 'id': 3015}
{'numeracySkill': 'v', 'studentId': 3016, 'word': 'vyq', 'packageName': 'Speech', 'number': 8646, 'literacySkill': 'H', 'score': 95, 'deviceId': 3016, 'letter': 'G', 'time': datetime.datetime(2016, 5, 1, 14, 31, 50, 197106), 'id': 3016}
{'numeracySkill': 'p', 'studentId': 3017, 'word': 'tWYeHJwJNk', 'packageName': 'Game', 'number': 378, 'literacySkill': 'Tpw', 'score': 22, 'deviceId': 3017, 'letter': 'a', 'time': datetime.datetime(2014, 11, 9, 14, 48, 19, 846894), 'id': 3017}
{'numeracySkill': 'oIE', 'studentId': 3018, 'word': 'fV', 'packageName': 'Speech', 'number': 3278, 'literacySkill': 'aNeS', 'score': 48, 'deviceId': 3018, 'letter': 'n', 'time': datetime.datetime(2017, 4, 9, 21, 15, 2, 44887), 'id': 3018}
{'numeracySkill': 'SWVgi', 'studentId': 3019, 'word': 'uPbqPUpOX', 'packageName': 'Literacy', 'number': 3231, 'literacySkill': 'MpgG', 'score': 81, 'deviceId': 3019, 'letter': 'j', 'time': datetime.datetime(2015, 4, 23, 2, 39, 20, 534368), 'id': 3019}
{'numeracySkill': 'P', 'studentId': 3020, 'word': 'LeN', 'packageName': 'Literacy', 'number': 4644, 'literacySkill': 'JGMH', 'score': 77, 'deviceId': 3020, 'letter': 'l', 'time': datetime.datetime(2014, 6, 6, 9, 44, 6, 674210), 'id': 3020}
{'numeracySkill': 'Pce', 'studentId': 3021, 'word': 'MYfTwrWN', 'packageName': 'Game', 'number': 6376, 'literacySkill': 'LPZB', 'score': 47, 'deviceId': 3021, 'letter': 'M', 'time': datetime.datetime(2013, 11, 18, 21, 48, 53, 949321), 'id': 3021}
{'numeracySkill': 'J', 'studentId': 3022, 'word': 'sOjBBf', 'packageName': 'Game', 'number': 7042, 'literacySkill': 'xvDT', 'score': 69, 'deviceId': 3022, 'letter': 'L', 'time': datetime.datetime(2015, 3, 10, 1, 48, 47, 800091), 'id': 3022}
{'numeracySkill': 'hCq', 'studentId': 3023, 'word': 'jnAfPR', 'packageName': 'Speech', 'number': 6298, 'literacySkill': 'xpo', 'score': 67, 'deviceId': 3023, 'letter': 'h', 'time': datetime.datetime(2016, 2, 16, 13, 49, 47, 335522), 'id': 3023}
{'numeracySkill': 'GwKgY', 'studentId': 3024, 'word': 'Ff', 'packageName': 'Literacy', 'number': 3893, 'literacySkill': 'X', 'score': 88, 'deviceId': 3024, 'letter': 'g', 'time': datetime.datetime(2014, 5, 18, 19, 44, 46, 220457), 'id': 3024}
{'numeracySkill': 'rURm', 'studentId': 3025, 'word': 'pEYBetSIY', 'packageName': 'Literacy', 'number': 6058, 'literacySkill': 'OuuR', 'score': 25, 'deviceId': 3025, 'letter': 'G', 'time': datetime.datetime(2013, 11, 23, 7, 59, 44, 542384), 'id': 3025}
{'numeracySkill': 'tOR', 'studentId': 3026, 'word': 'q', 'packageName': 'Speech', 'number': 1423, 'literacySkill': 'QUL', 'score': 51, 'deviceId': 3026, 'letter': 'R', 'time': datetime.datetime(2016, 4, 3, 22, 42, 4, 163552), 'id': 3026}
{'numeracySkill': 'aBg', 'studentId': 3027, 'word': 'kfPaqm', 'packageName': 'Literacy', 'number': 1537, 'literacySkill': 'OznO', 'score': 36, 'deviceId': 3027, 'letter': 'E', 'time': datetime.datetime(2014, 11, 20, 6, 26, 4, 718159), 'id': 3027}
{'numeracySkill': 'RUZWt', 'studentId': 3028, 'word': 'JIRb', 'packageName': 'Game', 'number': 161, 'literacySkill': 'DbkfT', 'score': 68, 'deviceId': 3028, 'letter': 'j', 'time': datetime.datetime(2014, 10, 8, 9, 55, 19, 668622), 'id': 3028}
{'numeracySkill': 'ddB', 'studentId': 3029, 'word': 'ad', 'packageName': 'Literacy', 'number': 6936, 'literacySkill': 'O', 'score': 41, 'deviceId': 3029, 'letter': 'i', 'time': datetime.datetime(2017, 3, 25, 14, 30, 5, 962), 'id': 3029}
{'numeracySkill': 'K', 'studentId': 3030, 'word': 'TIlz', 'packageName': 'Speech', 'number': 2597, 'literacySkill': 'Db', 'score': 46, 'deviceId': 3030, 'letter': 'j', 'time': datetime.datetime(2017, 4, 27, 16, 45, 51, 578441), 'id': 3030}
{'numeracySkill': 'F', 'studentId': 3031, 'word': 'PhABazdvJB', 'packageName': 'Literacy', 'number': 85, 'literacySkill': 'oE', 'score': 92, 'deviceId': 3031, 'letter': 'D', 'time': datetime.datetime(2015, 9, 5, 12, 8, 12, 43566), 'id': 3031}
{'numeracySkill': 'lxi', 'studentId': 3032, 'word': 'gQovmDtYl', 'packageName': 'Literacy', 'number': 4738, 'literacySkill': 'uTS', 'score': 83, 'deviceId': 3032, 'letter': 'w', 'time': datetime.datetime(2014, 10, 20, 23, 50, 15, 249228), 'id': 3032}
{'numeracySkill': 'P', 'studentId': 3033, 'word': 'eu', 'packageName': 'Literacy', 'number': 1713, 'literacySkill': 'nBK', 'score': 91, 'deviceId': 3033, 'letter': 'p', 'time': datetime.datetime(2017, 4, 24, 8, 28, 3, 183214), 'id': 3033}
{'numeracySkill': 'hfH', 'studentId': 3034, 'word': 'kNG', 'packageName': 'Game', 'number': 4061, 'literacySkill': 'wf', 'score': 89, 'deviceId': 3034, 'letter': 'g', 'time': datetime.datetime(2016, 10, 24, 0, 51, 49, 993717), 'id': 3034}
{'numeracySkill': 'WhF', 'studentId': 3035, 'word': 'DVsA', 'packageName': 'Game', 'number': 3653, 'literacySkill': 'w', 'score': 86, 'deviceId': 3035, 'letter': 'A', 'time': datetime.datetime(2015, 4, 29, 19, 23, 20, 775512), 'id': 3035}
{'numeracySkill': 'j', 'studentId': 3036, 'word': 'H', 'packageName': 'Literacy', 'number': 1145, 'literacySkill': 'VyH', 'score': 96, 'deviceId': 3036, 'letter': 'd', 'time': datetime.datetime(2014, 10, 4, 4, 55, 52, 486045), 'id': 3036}
{'numeracySkill': 'zEugN', 'studentId': 3037, 'word': 'XXLeTnuy', 'packageName': 'Speech', 'number': 1299, 'literacySkill': 'yQ', 'score': 26, 'deviceId': 3037, 'letter': 'x', 'time': datetime.datetime(2013, 12, 13, 6, 31, 15, 119375), 'id': 3037}
{'numeracySkill': 'phX', 'studentId': 3038, 'word': 'hVewO', 'packageName': 'Game', 'number': 6816, 'literacySkill': 'Wl', 'score': 61, 'deviceId': 3038, 'letter': 's', 'time': datetime.datetime(2013, 11, 11, 15, 53, 12, 8239), 'id': 3038}
{'numeracySkill': 'b', 'studentId': 3039, 'word': 'zQA', 'packageName': 'Literacy', 'number': 8380, 'literacySkill': 'Sb', 'score': 29, 'deviceId': 3039, 'letter': 'q', 'time': datetime.datetime(2014, 1, 15, 13, 37, 37, 715665), 'id': 3039}
{'numeracySkill': 'Q', 'studentId': 3040, 'word': 'GhQE', 'packageName': 'Game', 'number': 6405, 'literacySkill': 'cz', 'score': 20, 'deviceId': 3040, 'letter': 's', 'time': datetime.datetime(2014, 2, 12, 17, 15, 42, 194001), 'id': 3040}
{'numeracySkill': 'yK', 'studentId': 3041, 'word': 'Z', 'packageName': 'Game', 'number': 5801, 'literacySkill': 'Bt', 'score': 91, 'deviceId': 3041, 'letter': 'l', 'time': datetime.datetime(2014, 3, 7, 2, 42, 32, 393867), 'id': 3041}
{'numeracySkill': 'cJU', 'studentId': 3042, 'word': 'DNQgmAOBJu', 'packageName': 'Literacy', 'number': 2994, 'literacySkill': 'XOI', 'score': 96, 'deviceId': 3042, 'letter': 'X', 'time': datetime.datetime(2014, 8, 24, 18, 18, 10, 450938), 'id': 3042}
{'numeracySkill': 'iCZb', 'studentId': 3043, 'word': 'fEV', 'packageName': 'Speech', 'number': 2993, 'literacySkill': 'Trrww', 'score': 64, 'deviceId': 3043, 'letter': 'T', 'time': datetime.datetime(2016, 7, 23, 13, 29, 49, 87725), 'id': 3043}
{'numeracySkill': 'FELvT', 'studentId': 3044, 'word': 'sTBqQXN', 'packageName': 'Literacy', 'number': 3950, 'literacySkill': 'h', 'score': 46, 'deviceId': 3044, 'letter': 'L', 'time': datetime.datetime(2016, 5, 14, 6, 52, 4, 964925), 'id': 3044}
{'numeracySkill': 'QNw', 'studentId': 3045, 'word': 'sYg', 'packageName': 'Game', 'number': 5333, 'literacySkill': 'qYEK', 'score': 95, 'deviceId': 3045, 'letter': 'X', 'time': datetime.datetime(2017, 4, 11, 8, 19, 31, 700996), 'id': 3045}
{'numeracySkill': 'nGnj', 'studentId': 3046, 'word': 'OD', 'packageName': 'Speech', 'number': 492, 'literacySkill': 'Ouwba', 'score': 40, 'deviceId': 3046, 'letter': 'G', 'time': datetime.datetime(2017, 2, 24, 9, 52, 8, 791711), 'id': 3046}
{'numeracySkill': 'RdaO', 'studentId': 3047, 'word': 'OokP', 'packageName': 'Literacy', 'number': 8324, 'literacySkill': 'f', 'score': 22, 'deviceId': 3047, 'letter': 'z', 'time': datetime.datetime(2014, 9, 22, 5, 2, 40, 421424), 'id': 3047}
{'numeracySkill': 'Y', 'studentId': 3048, 'word': 'hRKlMYWk', 'packageName': 'Game', 'number': 8357, 'literacySkill': 'Me', 'score': 74, 'deviceId': 3048, 'letter': 'j', 'time': datetime.datetime(2016, 8, 18, 4, 31, 0, 564472), 'id': 3048}
{'numeracySkill': 'BNamS', 'studentId': 3049, 'word': 'aghXjtY', 'packageName': 'Speech', 'number': 4663, 'literacySkill': 'hN', 'score': 21, 'deviceId': 3049, 'letter': 'w', 'time': datetime.datetime(2014, 4, 30, 2, 56, 14, 904829), 'id': 3049}
